customer_id,num_orders,total_spent,avg_order_value
14911,373,272252.79,729.9002412868632
12748,322,49176.74,152.72279503105588
17841,211,68519.95,324.73909952606635
15311,207,114671.42,553.9682125603865
13089,203,113416.91,558.7039901477833
14606,184,29648.75,161.13451086956522
17850,155,51208.87,330.3798064516129
18102,145,580987.04,4006.8071724137935
14646,145,526751.52,3632.769103448276
14156,144,303069.88,2104.6519444444443
13694,143,195640.69,1368.1167132867133
15061,127,126387.56999999999,995.177716535433
14527,121,27191.1,224.71983471074378
12971,116,15704.6,135.3844827586207
17949,116,107833.48,929.5989655172414
13798,110,75428.87,685.717
16422,108,61728.87,571.5636111111112
13408,106,50174.782,473.347
16029,106,109620.87,1034.159150943396
17961,100,2866.74,28.667399999999997
15039,93,39141.48,420.8761290322581
16013,84,56078.44,667.6004761904762
14298,82,91194.49,1112.1279268292683
17377,78,17639.23,226.14397435897436
12921,74,35233.24,476.12486486486483
13767,73,33903.57,464.43246575342465
13468,72,12793.28,177.68444444444447
12471,71,35099.9,494.3647887323944
17675,70,37642.48,537.7497142857143
17243,69,20184.68,292.53159420289853
16168,66,10360.67,156.97984848484847
13199,66,15949.210000000001,241.65469696969697
13777,61,49638.26,813.7419672131148
17389,61,57215.33,937.9562295081968
17511,60,172132.87,2868.8811666666666
13319,58,21323.22,367.6417241379311
14680,58,55688.5,960.1465517241379
13078,57,29018.06,509.0887719298246
12931,57,92347.34,1620.1287719298246
16133,56,22992.26,410.5760714285714
17757,56,9070.1,161.96607142857144
15005,56,13752.58,245.5817857142857
14735,55,12225.16,222.27563636363635
16684,55,147142.77,2675.3230909090908
13093,55,54144.25,984.4409090909091
17920,54,23569.88,436.47925925925927
14667,54,20359.59,377.02944444444444
17677,54,35058.46,649.2307407407408
16779,53,32809.03,619.0383018867924
15856,52,32274.69,620.6671153846154
18172,52,17467.24,335.90846153846155
15078,52,17276.73,332.2448076923077
17450,51,244784.25,4799.691176470588
12682,51,20736.22,406.5925490196079
16525,48,24151.3,503.15208333333334
15615,47,21373.97,454.7653191489362
17068,47,8980.18,191.06765957446808
17811,47,9513.1,202.4063829787234
15769,46,88612.52,1926.3591304347826
17865,46,26310.09,571.9584782608696
15189,46,17524.38,380.96478260869566
17428,45,31466.760000000002,699.2613333333334
14560,44,6114.03,138.95522727272726
16839,44,21758.25,494.5056818181818
14031,44,39019.51,886.8070454545455
12681,44,26936.760000000002,612.199090909091
15498,44,24972.86,567.565
14849,43,15407.61,358.316511627907
16161,43,12580.06,292.5595348837209
17581,43,17951.170000000002,417.4690697674419
13881,43,45179.1,1050.6767441860466
15358,42,16425.86,391.0919047619048
16746,42,18045.05,429.6440476190476
16705,42,43515.051,1036.072642857143
17448,41,14448.67,352.4065853658537
17315,41,9559.5,233.15853658536585
12835,41,5996.83,146.2641463414634
17576,41,8705.6,212.33170731707318
15738,41,13043.32,318.12975609756097
12841,40,6958.2,173.95499999999998
15291,39,13472.76,345.4553846153846
14543,39,14548.22,373.03128205128206
13854,39,11944.56,306.2707692307692
12437,38,11282.4,296.90526315789475
18109,38,9555.71,251.46605263157892
13069,38,9284.45,244.32763157894738
16782,38,9636.12,253.58210526315793
14895,38,25119.54,661.0405263157895
16558,38,13304.11,350.10815789473685
18041,38,8018.7699999999995,211.02026315789473
17381,38,36398.65,957.8592105263158
13263,38,8650.98,227.6573684210526
16353,38,9795.460000000001,257.77526315789476
13102,37,11380.1,307.57027027027027
13113,37,18230.07,492.7045945945946
14051,37,21770.98,588.4048648648649
14194,36,18670.59,518.6275
15555,36,11233.78,312.0494444444445
13267,36,9429.81,261.93916666666667
16814,36,11914.95,330.97083333333336
13004,36,11650.85,323.63472222222225
13564,36,15880.22,441.1172222222222
12621,35,22097.2,631.3485714285714
13969,35,12973.460000000001,370.67028571428574
15513,35,26437.05,755.3442857142857
16843,35,19571.43,559.1837142857142
14040,35,12523.81,357.82314285714284
13668,35,12948.48,369.9565714285714
12647,35,14109.55,403.13
13018,35,9763.16,278.9474285714286
13534,35,7720.900000000001,220.59714285714287
16549,34,12781.8,375.93529411764706
15768,34,15308.89,450.2614705882353
15159,34,22116.73,650.4920588235294
13050,34,11877.29,349.33205882352945
15838,34,73205.5,2153.1029411764707
15581,34,4505.16,132.50470588235294
16210,33,33730.97,1022.1506060606062
16945,33,8548.16,259.0351515151515
13001,33,24042.65,728.5651515151516
14180,33,6117.5,185.37878787878788
12989,33,13551.75,410.65909090909093
13599,33,9811.04,297.30424242424243
14110,33,12987.95,393.57424242424247
16553,33,16584.01,502.54575757575753
15465,32,12100.4,378.1375
12540,32,19250.49,601.5778125
12569,32,3152.69,98.5215625
17238,32,7331.17,229.0990625
14952,32,17629.35,550.9171875
15044,32,15769.01,492.7815625
12709,32,29487.18,921.474375
16713,32,14115.56,441.11125
16923,32,13157.130000000001,411.16031250000003
14085,32,9705.67,303.3021875
15867,31,8869.87,286.1248387096774
13418,31,11559.66,372.8922580645161
17706,31,20272.15,653.9403225806452
15719,31,10194.32,328.8490322580645
17858,30,12518.65,417.2883333333333
13230,30,6109.51,203.65033333333335
14060,30,8898.24,296.608
16458,30,5690.89,189.69633333333334
15984,30,8393.02,279.76733333333334
15805,30,10148.93,338.29766666666666
15601,30,14191.74,473.058
17848,30,3538.46,117.94866666666667
16656,30,16833.170000000002,561.1056666666667
12720,29,6905.28,238.11310344827587
12474,29,11310.75,390.0258620689655
16754,29,65500.07,2258.6231034482757
15640,29,23459.51,808.9486206896552
17017,29,12576.99,433.68931034482756
17965,29,7002.9,241.47931034482758
15144,29,12160.31,419.3210344827586
14702,29,6356.9800000000005,219.20620689655175
13999,29,9502.26,327.6641379310345
18118,29,6218.62,214.4351724137931
16011,29,5599.31,193.0796551724138
13013,29,11097.43,382.67
16592,28,7807.91,278.8539285714286
13576,28,11202.59,400.09250000000003
13098,28,28882.44,1031.5157142857142
15827,28,3603.14,128.6835714285714
12901,28,17654.54,630.5192857142857
17085,28,7839.27,279.9739285714286
14688,28,7190.42,256.80071428571426
18229,28,10150.51,362.5182142857143
18231,28,6848.27,244.58107142857145
17364,28,11972.92,427.6042857142857
13081,28,56838.37,2029.9417857142857
15194,28,12021.53,429.34035714285716
12843,28,6461.87,230.78107142857144
16523,28,11916.33,425.5832142857143
18061,28,6083.81,217.2789285714286
18065,28,5846.63,208.80821428571429
13269,28,8537.32,304.9042857142857
17611,28,8287.53,295.9832142857143
17696,27,7679.59,284.42925925925925
12583,27,12493.58,462.7251851851852
14796,27,10167.77,376.58407407407407
17372,27,4316.46,159.8688888888889
12482,27,21941.72,812.6562962962963
13097,27,13015.36,482.0503703703704
13491,27,4467.66,165.46888888888887
14299,27,14070.25,521.1203703703703
16019,27,17329.16,641.8207407407407
16033,27,10608.81,392.9188888888889
18226,26,11878.880000000001,456.88000000000005
14562,26,6638.150000000001,255.31346153846155
13571,26,4537.26,174.51000000000002
16186,26,8718.43,335.3242307692308
12747,26,8898.48,342.24923076923073
16701,26,9916.73,381.4126923076923
17735,26,16790.33,645.7819230769231
17346,26,4991.41,191.97730769230768
15547,26,10002.65,384.71730769230766
18225,26,13014.8,500.5692307692307
12839,26,9669.12,371.8892307692308
16928,26,3798.08,146.07999999999998
13148,26,8488.32,326.4738461538461
14534,26,6183.06,237.81
15290,26,10496.28,403.70307692307694
18223,26,14000.85,538.4942307692307
15570,25,8736.49,349.45959999999997
16700,25,8830.77,353.23080000000004
16607,25,5706.87,228.2748
17231,25,7064.8,282.592
15898,25,4992.7,199.708
15046,25,7604.84,304.1936
12431,25,10102.220000000001,404.08880000000005
14878,25,4076.5,163.06
14755,25,9972.550000000001,398.90200000000004
17888,25,1807.44,72.2976
15260,25,8767.73,350.7092
17139,25,19566.76,782.6704
14258,25,32051.34,1282.0536
14282,25,7250.76,290.0304
14739,25,11573.62,462.94480000000004
14709,25,8886.33,355.4532
17716,24,15956.970000000001,664.8737500000001
15271,24,4528.54,188.68916666666667
17975,24,6693.03,278.87624999999997
16191,24,15677.820000000002,653.2425000000001
14825,24,4735.08,197.295
12415,24,144033.37,6001.390416666666
14092,24,7229.45,301.2270833333333
16919,24,4909.66,204.56916666666666
14135,24,8839.67,368.31958333333336
14062,24,25585.65,1066.0687500000001
16326,24,4626.25,192.76041666666666
15125,24,17024.87,709.3695833333333
15611,24,2976.28,124.01166666666667
13047,23,8423.58,366.24260869565217
14415,23,11980.09,520.8734782608695
13090,23,13076.74,568.5539130434782
13756,23,8655.95,376.3456521739131
18260,23,9947.26,432.4895652173913
14056,23,8152.71,354.46565217391304
12523,23,4010.35,174.36304347826086
15527,23,5554.04,241.48
16985,23,10923.16,474.92
13488,23,14205.960000000001,617.6504347826087
15298,23,9061.77,393.99
16931,23,5032.22,218.79217391304348
14217,23,3298.59,143.41695652173914
16401,23,6847.45,297.71521739130435
16497,23,6695.28,291.0991304347826
17857,23,25769.54,1120.4147826086958
15694,23,9963.48,433.1947826086956
16393,23,5297.77,230.33782608695654
15129,23,6860.18,298.2686956521739
14291,23,7904.1,343.6565217391304
15093,23,13702.380000000001,595.7556521739131
18008,23,19759.079999999998,859.0904347826087
17402,22,4600.5599999999995,209.11636363636362
13552,22,6948.92,315.86
14961,22,16410.15,745.9159090909092
15218,22,11453.83,520.6286363636364
14401,22,6795.9,308.9045454545454
16103,22,6191.71,281.44136363636363
13985,22,10020.86,455.49363636363637
16333,22,26626.8,1210.3090909090909
16710,22,5921.35,269.15227272727276
16722,22,8189.56,372.25272727272727
18283,22,2658.95,120.86136363636363
14057,22,8346.66,379.39363636363635
15955,22,8085.9800000000005,367.54454545454547
12949,22,15526.7,705.7590909090909
13426,22,8167.38,371.24454545454546
17416,22,17298.45,786.2931818181819
12980,21,16245.78,773.6085714285715
17404,21,47638.12,2268.481904761905
17306,21,9782.35,465.8261904761905
16729,21,7202.01,342.95285714285717
12712,21,5985.03,285.00142857142856
15854,21,5578.28,265.6323809523809
17220,21,4451.41,211.97190476190477
15874,21,11284.76,537.3695238095238
17287,21,3826.86,182.23142857142858
14713,21,5115.36,243.5885714285714
13178,21,14059.19,669.4852380952382
15981,21,9362.77,445.8461904761905
15808,21,17180.25,818.1071428571429
14239,21,4263.17,203.00809523809525
13983,21,6753.89,321.61380952380955
15251,21,20324.54,967.8352380952381
15270,21,8524.86,405.9457142857143
18241,21,2986.9900000000002,142.23761904761906
13082,21,7335.75,349.32142857142856
14590,20,2993.37,149.6685
12417,20,5998.41,299.9205
16672,20,8134.9400000000005,406.747
16670,20,8030.150000000001,401.50750000000005
17730,20,7773.8,388.69
18245,20,6324.9800000000005,316.249
14030,20,7521.8,376.09000000000003
12662,20,6130.54,306.527
17809,20,10085.89,504.29449999999997
16904,20,4656.56,232.82800000000003
17799,20,6246.93,312.3465
17790,20,2779.41,138.9705
12877,20,2942.1400000000003,147.10700000000003
16954,20,6081.88,304.094
12600,20,4385.85,219.29250000000002
16156,20,6188.18,309.409
14099,20,5750.91,287.5455
15544,20,7807.89,390.3945
17884,20,2693.47,134.6735
17690,20,6963.8,348.19
16170,20,6869.0,343.45
14159,20,7849.58,392.479
12939,20,25264.8,1263.24
17969,20,2354.29,117.7145
14395,20,7801.93,390.0965
17644,20,6028.6,301.43
12683,20,10445.7,522.2850000000001
15023,20,11555.5,577.775
14344,20,2993.05,149.6525
13911,20,4234.99,211.74949999999998
12490,20,8764.64,438.23199999999997
16570,20,7434.31,371.7155
18075,20,5783.29,289.1645
14607,20,22575.13,1128.7565
13769,20,5478.12,273.906
13327,19,9052.87,476.4668421052632
16145,19,6805.4400000000005,358.18105263157895
14732,19,5517.07,290.3721052631579
17001,19,6640.8,349.5157894736842
13266,19,6135.04,322.89684210526315
17091,19,7495.75,394.5131578947368
13317,19,6486.091,341.3732105263158
13993,19,6775.71,356.6163157894737
17157,19,5151.9,271.15263157894736
16883,19,2246.06,118.21368421052631
17954,19,3801.83,200.0963157894737
17049,19,9942.53,523.291052631579
13629,19,13370.86,703.7294736842106
12472,19,14971.29,787.9626315789474
14505,19,11873.08,624.8989473684211
12483,19,4069.1800000000003,214.16736842105266
13027,19,17239.2,907.3263157894737
14944,19,9684.67,509.7194736842105
18144,19,4892.95,257.5236842105263
13802,19,26259.11,1382.0584210526315
14397,19,2612.96,137.52421052631578
15059,19,3490.4,183.70526315789473
14422,19,10271.52,540.6063157894737
13394,19,6621.7,348.5105263157895
13117,18,2255.66,125.31444444444443
15750,18,6452.991,358.4995
17739,18,7730.59,429.4772222222222
17612,18,5394.86,299.71444444444444
12708,18,4559.66,253.31444444444443
14211,18,4402.29,244.57166666666666
17512,18,5467.820000000001,303.76777777777784
15249,18,9266.0,514.7777777777778
17504,18,9490.17,527.2316666666667
17589,18,13806.27,767.015
13590,18,6336.04,352.0022222222222
15953,18,3440.34,191.13
17218,18,3889.39,216.07722222222222
13842,18,5319.34,295.5188888888889
14341,18,4452.02,247.33444444444447
15971,18,5897.88,327.66
17230,18,9388.49,521.5827777777778
13831,18,6585.54,365.86333333333334
17861,18,5088.29,282.6827777777778
18044,18,3505.61,194.75611111111112
15514,18,6388.280000000001,354.9044444444445
18092,18,14693.720000000001,816.3177777777778
14852,18,6132.43,340.6905555555556
17340,18,19617.95,1089.8861111111112
17873,18,6135.95,340.8861111111111
13709,18,7571.35,420.6305555555556
18077,18,4078.79,226.59944444444443
17894,18,2304.16,128.0088888888889
12823,18,6501.5,361.19444444444446
13324,18,10513.47,584.0816666666666
12476,18,12319.91,684.4394444444445
12500,18,5559.21,308.845
17419,18,6126.25,340.34722222222223
15482,18,14377.36,798.7422222222223
16550,18,8807.68,489.3155555555556
16444,17,3625.88,213.2870588235294
13141,17,7656.08,450.35764705882355
12731,17,25631.71,1507.7476470588235
14096,17,53258.43,3132.8488235294117
14525,17,8018.59,471.68176470588236
18219,17,3352.7000000000003,197.21764705882356
18198,17,5425.56,319.15058823529415
16745,17,7180.7,422.3941176470588
17338,17,11880.54,698.8552941176471
12524,17,9794.11,576.1241176470588
13715,17,8153.04,479.5905882352941
14800,17,7180.08,422.35764705882355
13021,17,4887.24,287.48470588235296
17314,17,4904.43,288.4958823529412
14769,17,15512.460000000001,912.4976470588235
17293,17,3750.63,220.62529411764706
14426,17,11727.94,689.8788235294118
14866,17,20700.04,1217.649411764706
17769,17,7053.38,414.90470588235297
17663,17,5175.83,304.4605882352941
13880,17,4293.86,252.57999999999998
15860,17,2358.8,138.75294117647059
13871,17,7885.85,463.8735294117647
17469,17,5051.25,297.13235294117646
13963,17,2860.57,168.26882352941178
16905,17,4704.27,276.7217647058824
17491,17,5653.67,332.56882352941176
14243,17,7217.75,424.5735294117647
15796,17,5170.63,304.15470588235297
17160,17,10209.16,600.5388235294117
15755,17,5993.12,352.53647058823526
14221,17,6517.49,383.38176470588235
15628,17,5333.08,313.7105882352941
15606,17,5230.99,307.70529411764704
15301,17,6909.67,406.4511764705882
15373,17,3084.54,181.4435294117647
15622,17,7852.610000000001,461.91823529411766
13542,17,3959.4900000000002,232.91117647058826
16556,17,8012.58,471.32823529411763
16626,17,4413.1,259.59411764705885
16652,16,17550.39,1096.899375
13305,16,3616.41,226.025625
14032,16,4546.41,284.150625
14113,16,7092.610000000001,443.28812500000004
13162,16,9275.49,579.718125
16359,16,2697.75,168.609375
14530,16,6088.87,380.554375
17412,16,4220.22,263.76375
14045,16,10986.63,686.664375
13137,16,7586.94,474.18375
14210,16,5556.570000000001,347.28562500000004
14189,16,5503.15,343.946875
15523,16,17259.19,1078.699375
13728,16,2855.17,178.448125
18168,16,3435.5,214.71875
14907,16,5547.72,346.7325
15602,16,3137.96,196.1225
14292,16,9226.25,576.640625
14867,16,2952.06,184.50375
15521,16,7087.64,442.9775
15281,16,8543.57,533.973125
16241,16,3989.81,249.363125
16775,16,2820.84,176.3025
13695,16,2770.73,173.170625
18087,16,13908.720000000001,869.2950000000001
14388,16,6388.2,399.2625
14367,16,9227.82,576.73875
15024,16,3559.39,222.461875
16918,16,3206.54,200.40875
16686,16,4881.07,305.066875
13458,16,11959.27,747.454375
16327,16,10129.04,633.065
14088,16,64036.8,4002.3
15058,16,3387.58,211.72375
15998,16,8274.14,517.13375
17651,16,5703.52,356.47
17460,16,2157.9700000000003,134.87312500000002
13225,16,16260.07,1016.254375
15785,16,5969.93,373.120625
15235,16,2772.76,173.2975
17365,15,8179.45,545.2966666666666
14227,15,6366.16,424.41066666666666
16255,15,4530.0,302.0
14648,15,4463.39,297.55933333333337
